latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
37.75009,-122.41452,Guesthouse,Entire home/apt,1,1,30,110.0
37.76223,-122.43,Apartment,Private room,2,1,2,133.0
37.77477,-122.42512,Apartment,Entire home/apt,1,1,3,150.0
37.78909,-122.40993,Boutique hotel,Private room,1,1,3,125.0
37.7836,-122.39862,Condominium,Entire home/apt,2,2,31,250.0
37.76168,-122.42963,Apartment,Entire home/apt,1,1,30,100.0
37.80516,-122.40867,Apartment,Entire home/apt,1,1,4,295.0
37.79948,-122.44508,Townhouse,Entire home/apt,1,1,30,195.0
37.77508,-122.44398,House,Entire home/apt,1,4,1,500.0
37.76235,-122.39621,Apartment,Entire home/apt,2,2,30,194.0
37.73615,-122.41245,House,Private room,1,1,1,86.0
37.77886,-122.42209,Boutique hotel,Private room,2,2,1,195.0
37.76604,-122.42986,Apartment,Entire home/apt,1,1,30,110.0
37.77997,-122.42127,Apartment,Entire home/apt,1,0,2,195.0
37.75175,-122.43104,Apartment,Entire home/apt,2,2,30,155.0
37.74666,-122.50072,Apartment,Entire home/apt,1,1,3,140.0
37.789,-122.43939,House,Entire home/apt,3,3,4,715.0
37.78551,-122.47475,Apartment,Entire home/apt,2,2,3,359.0
37.7791,-122.40413,Loft,Private room,1,1,3,179.0
37.77587,-122.46651,House,Private room,1,1,2,126.0
37.73954,-122.45289,House,Private room,1,1,2,69.0
37.78889,-122.409,Boutique hotel,Private room,2,1,5,279.0
37.78938,-122.40815,Boutique hotel,Private room,1,1,5,279.0
37.75798,-122.41082,Apartment,Entire home/apt,2,4,30,253.0
37.75404,-122.47362,Apartment,Entire home/apt,1,2,30,106.0
37.73751,-122.50636,Guest suite,Entire home/apt,1,1,1,135.0
37.72398,-122.45637,House,Private room,1,1,2,98.0
37.75305,-122.43668,Loft,Entire home/apt,1,1,4,165.0
37.80626,-122.42239,Condominium,Entire home/apt,3,3,1,1500.0
37.76013,-122.49562,Loft,Private room,1,1,1,120.0
37.77246,-122.44413,House,Entire home/apt,3,6,1,888.0
37.73085,-122.39665,House,Entire home/apt,1,2,2,167.0
37.75103,-122.50651,House,Private room,1,1,2,99.0
37.77672,-122.44964,House,Entire home/apt,2,4,4,899.0
37.72583,-122.43042,Guest suite,Entire home/apt,1,1,2,100.0
37.76984,-122.4461,Apartment,Entire home/apt,1,2,30,127.0
37.765,-122.42912,Apartment,Entire home/apt,1,2,30,180.0
37.78842,-122.41016,Hotel,Private room,1,0,1,235.0
37.75725,-122.40931,Apartment,Entire home/apt,1,2,30,120.0
37.74398,-122.47127,House,Entire home/apt,2,3,3,650.0
37.75558,-122.42686,Condominium,Entire home/apt,3,4,3,480.0
37.7792,-122.43533,House,Private room,1,1,2,98.0
